,host,url,xpath
109,http://aquaarea.ru/,http://aquaarea.ru/catalog/sportivnye_basseyny/sport_inventar/18901/,"//*[@id=""bx_117848907_18901""]/div[2]/div/div[2]/div[1]/div[1]/div[2]/div/div/span/span[1]/span[1]"
110,https://www.sport-spb.ru/,https://www.sport-spb.ru/katalog/osnashenie-detskoy-igrovoy-komnaty/palka-korotkaya-45-00.html,/html/body/div[1]/main/div[1]/div/section[1]/div[2]/div[2]/div/div[2]/div/div/ins
111,https://www.atlet-sport.ru/,https://www.atlet-sport.ru/product/skamya-gimnasticheskaya-myagkaya-porolontent-na-metallicheskih-nozhkah-2m,"//*[@id=""price-field""]"
112,https://rackets.ru/,https://rackets.ru/rackets-shop/power-trainers/18725-pew-gymnastic-atlet-2m-soft-imp-a495.html,"//*[@id=""block_price""]"
113,https://www.zavodsporta.ru/,https://www.zavodsporta.ru/setki-i-kanaty/kanat-dlja-peretjagivanija-h-b-o30mm-l-6m-art-z2vlaxmqrddl/,"//*[@id=""product_addtocart_form""]/div[3]/div[2]/div/div[1]/div[2]/dl/dd/span"
114,https://www.sportmaster.ru/,https://www.sportmaster.ru/product/10535400/?icid=catalog/trenazhery_i_fitnes_/oborudovanie_dlya_fitnesa/kovriki/|sort_DN|10535400#http://recs.richrelevance.com/rrserver/apiclick?a=1b3ec00b69aa8a3c&cak=dd7046b11b172a92&channelId=dd7046b11b172a92&vg=0515046b-bbce-4a92-dbdd-975da412da00&stid=276300&pti=4&pa=23034&pos=1&p=10535400&s=&u=&rid=ec44c0ee-bf24-41c8-9e1c-76136ab05cbf,"//*[@id=""viewport""]/div[3]/div[3]/div[1]/div[3]/div[2]/div/div[1]/div/div/div/div/sm-amount/span/text(),//*[@id=""viewport""]/div[3]/div[3]/div[1]/div[3]/div[3]/div/div[1]/div/div/div/div/sm-amount/span/text()"
115,https://www.demix-sport.com/,https://www.demix-sport.com/product/25095980299/?categoryId=12888980299,"//*[@id=""layout""]/main/div/div/div[2]/div[2]/div[2]/div"
116,https://154pro.ru/,https://154pro.ru/catalog/tovary_dlya_sporta/myach_voleybolnyy_rossiya_razmer_5_678393/,"//*[@id=""bx_117848907_29001""]/div/div[3]/div[2]/div[2]/div/span/span[2]"
117,https://molly-sp.ru/,https://molly-sp.ru/goods/2591950,"//*[@id=""g2591950""]/div[2]/div[1]/div[1]"
118,https://cheljabinsk.akusherstvo.ru/,https://cheljabinsk.akusherstvo.ru/catalog/402294-myach-dlya-fitnesa-jogi-i-pilatesa-fitbol-25/,"//*[@id=""tovar_price_402294""]"
119,https://novosibirsk.fitnessdoctor.ru/,https://novosibirsk.fitnessdoctor.ru/product/medball_1kg/,"//*[@id=""cart-form""]/div[1]/div[1]/span"
120,https://ekaterinburg.all-sport-shops.ru/,https://ekaterinburg.all-sport-shops.ru/o1215/miach-rezinovyi-sl-chempion-10-sm,"//*[@id=""Details""]/p[1]/span[1]"
121,https://www.vseinstrumenti.ru/,https://www.vseinstrumenti.ru/electrika-i-svet/uchet-i-kontrol/rele-vremeni-tajmery/na-din-rejku/abb/t1-s-datchikom-1-diapazon-2csm295563r1341/,"//*[@id=""b-product-info""]/section[1]/div[2]/div[3]/div[1]/span[1]"
122,https://e-kc.ru/,https://e-kc.ru/cena/bezboltovoj-derzhatel-nd2115-dkc-dks,"//*[@id=""2449458""]/td[3]/span[1]"
123,https://svetelektro.net/,https://svetelektro.net/lightning-protection-and-grounding/nd2311-dkc.html?utm_source=market.yandex.ru&utm_term=3663&_openstat=bWFya2V0LnlhbmRleC5ydTvQodC60L7QsdCwLdC00LXRgNC20LDRgtC10LvRjCDQv9C-0LvQvtGB0YsgNDUg0LzQvCBORDIzMTEsIERLQztOdHpjT0lZRW5pQzY4dU1yeldTbEl3Ow&ymclid=16086646453653106516000001,"//*[@id=""productPrice3663""]/div[2]/div/span"
124,https://socket-t.ru/,https://socket-t.ru/89683/?_openstat=bWFya2V0LnlhbmRleC5ydTtES0MgLyDQlNCa0KEgTkQyMzExINCh0LrQvtCx0LAt0LTQtdGA0LbQsNGC0LXQu9GMINC_0L7Qu9C-0YHRiywgNDUg0LzQvDtpc2JfRmpGVU5IczYya3VpUjY2czF3Ow&ymclid=16086646453653106516000002,"//*[@id=""cart-form""]/div[1]/div/div/div/div[2]/strong"
125,http://yunimag.ru/,http://yunimag.ru/goods/720323-derzhatel-polosy-25h4mm-dks-nd2311.html?from=yamark&ymclid=16086650090005671406500007,/html/body/div/div[2]/div[2]/div[4]/div[2]/span[1]
126,https://ips-energo.ru/,https://ips-energo.ru/molniezasshita-dkc/138-derzhatel-kruglyj-plastikovyj-s-betonom-nd2101.html,"//*[@id=""center_column""]/div/section[1]/div/table[1]/tbody/tr[3]/td[7]/span"
127,http://www.osvete.ru/,http://www.osvete.ru/prices/dkc-nd2101-kruglyj-plastik-derjhatel-s-betonom-s-plastik_r762775,"//*[@id=""pubConteiner""]/div[3]/div[4]/span"
128,https://www.220-volt.ru/,https://www.220-volt.ru/catalog-138296/,"//*[@id=""price_per_m""]"
129,https://spb.ledpremium.ru/,https://spb.ledpremium.ru/catalog/lampy-lyuminestsentnye-uluchshenoy-tsvetoperedachi/lampa_lyuminestsentnaya_he_14w_840_14vt_t5_4000k_g5_osram_4050300464688/,"//*[@id=""product-page""]/div/div[4]/div[2]/div/span[1]"
130,https://www.elektro.ru/,https://www.elektro.ru/catalog/detail/gloss_led_20_a15_2700k/,"//*[@id=""product_one__price""]/div/div[1]/div[2]/span"
131,https://chichiko.ru/,https://chichiko.ru/product/detskiy-igrovoy-domik-kindik-k5007/,"//*[@id=""product-cart""]/div[2]/div[2]/div[1]/div[1]/span[1]"
132,https://bizorg.su/,https://bizorg.su/karuseli-r/p19855700-karusel-metelitsa-art-6506,"//*[@id=""main""]/div/div[1]/div[1]/div[3]/div[1]/div[2]/div/div[1]"
133,https://sportzakupka.ru/,https://sportzakupka.ru/good/sportivnye-mafmalye-arhitekturnye-formy/igrovoy-modul-nash-dvor-penki-4006,"//*[@id=""middle""]/div[5]/div[1]/div[1]/div[2]/a/span[1]"
